price|quantity|type|level
89620000|1.9114|1|5
89623000|0.0556|1|5
89628000|0.9225|1|5
89631000|0.0005|1|5
89634000|0.0598|1|5
89563000|0.004|0|5
89558000|0.0623|0|5
89552000|0.0833|0|5
89551000|0.0009|0|5
89546000|0.001|0|5
89545000|0.0222|0|5
89542000|0.0082|0|5
89507000|0.016|0|5
89502000|0.016|0|5
89501000|0.016|0|5
89575000|0.0117|1|5
89587000|0.1252|1|5
89588000|0.3169|1|5
89600000|7.8019|1|5
89604000|0.0617|1|5
89606000|0.0045|1|5
89608000|0.0014|1|5
89613000|0.0634|1|5
89616000|0.0003|1|5
89619000|0.0002|1|5
89575000|0.0107|0|5
89567000|0.001|0|5
89563000|0.004|0|5
89558000|0.001|0|5
89552000|0.0423|0|5
89551000|0.0009|0|5
89546000|0.001|0|5
89545000|0.0222|0|5
89542000|0.0082|0|5
89507000|0.016|0|5
89588000|0.3168|1|5
89600000|7.6906|1|5
89604000|0.0617|1|5
89606000|0.0045|1|5
89608000|0.0014|1|5
89610000|0.317|1|5
89613000|0.0634|1|5
89614000|0.1114|1|5
89616000|0.0004|1|5
89619000|0.0002|1|5
89510000|0.0019|0|5
89503000|0.016|0|5
89502000|0.0171|0|5
89501000|0.016|0|5
89500000|0.016|0|5
89499000|0.0001|0|5
89494000|0.0182|0|5
89491000|0.016|0|5
89488000|0.0055|0|5
89476000|0.06|0|5
89542000|0.004|1|5
89564000|0.1244|1|5
89565000|0.3733|1|5
89576000|0.0646|1|5
89586000|0.0596|1|5
89587000|0.9|1|5
89591000|0.0557|1|5
89600000|6.7906|1|5
89606000|0.0045|1|5
89608000|0.0014|1|5
89500000|0.0001|0|5
89499000|0.0001|0|5
89494000|0.0022|0|5
89488000|0.0057|0|5
